,artist_name,track_name,release_date,genre,lyrics,len
62212,cymande,changes,2013,jazz,lord get harder time time change faster display common pain bring near think strange time time change faster know clearly need grow growoos growohohoes growohoes,25
62213,gregory porter,no love dying,2013,jazz,die fly window simply lose break wing help heal fly away death die die mirror fell wall raggedy rest nail fall bone die die flower asian vase sign dead pay sweet lady give instead doubt die die fly window simply lose break wing help heal fly away death die die die die die die die,55
62214,bonobo,pieces,2013,jazz,eye beholder lighthouse hop stay sober home booze deep hole shame secrets bury deep hole shame eye beholder keep cloud distance blue hop change fight pick piece grind pick piece reckless older pick piece grind eye beholder fight pick piece grind lighthouse reckless older pick piece grind hop stay sober fight pick piece grind guide reckless older pick piece grind pick piece pick piece pick piece pick piece grind pick piece pick piece pick piece pick piece grind,78
62215,joomanji,impediment (feat. lindsay olsen),2013,jazz,nonono nonono nonono nonono drive black black spinnin listen fast drive fast singin wanna tell feelin want night ceiling wear dirty white shoe white tshirt jacket laugh lie smile saddest hide face think loud hear go months fuck fall feel stallin stallin piece know know somebody gonna leave feel look holdin heart whatcha slowly okay habit gotta break clear days holdin heart whatcha slowly turn light clock morning close eye sleep hotel room york feel space convince real cause shit easy tell secrets know tongue tie wrong time need piece know know somebody gonna leave feel look holdin heart whatcha slowly okay habit gotta break clear days holdin heart whatcha slowly drivin fast fast drivin fast fast drivin fast fast drivin night drivin fast fast yeah drivin fast fast yeah drivin fast fast yeah drivin night somebody gonna leave feel look holdin heart whatcha holdin heart slowly okay habit gotta break gotta break clear days holdin heart whatcha holdin heart slowly,161
62218,hiatus kaiyote,the world it softly lulls,2013,jazz,rarity glisten sharp memory silver tooth bark bath light history fracture piece outside fork snake tongue curl finger tip warm rouge streak ribbons skull world softly lull world softly lull world softly lull world softly lull rarity glisten sharp memory silver tooth bark bath light history fracture piece outside fork snake tongue curl finger tip warm rouge streak ribbons skull world softly lull world softly lull world softly lull world softly lull,72
62219,dj cam quartet,saint germain,2013,jazz,speak light ball look thoughts yeah understand know yeah understand blast away blast away blast away wahiyoh wahiyoh wahiyoh wahiyoh kingdom come globe turn brighter blondest blonde yeah understand know yeah understand wahiyoh wahiyoh wahiyoh wahiyoh hear roar dream speak blast away blast away blast away blast away blast away blast away yeah understand wahiyoh wahiyoh wahiyoh wahiyoh,58
62221,the bahama soul club,ay jona,2013,jazz,want misunderstand mind need attitude time want know thing certain surely company answer philosophy stay night room stay night like spend stay night stop friendly conversation clue mind better things near near body near want tell perfectly clear gonna good time,41
62225,hiatus kaiyote,ocelot,2013,jazz,start pause leather bind wrap rhythm temperature rorschach marrow fierce toll mister official document ocelot ocelot tongue sharp leave loom wild eye wonder dark best spot best spot best spot best spot ocelot,33
62227,donny hathaway,for all we know,2013,jazz,know meet moment sweet goodnight minute hold hold hand heart know dream come like ripple stream tonight tomorrow tomorrow come know know ooooh ooooooh,24
62228,lyre le temps,rob the banker,2013,jazz,drop weapons wanna battle peaceful gangster trouble money money care banker million dollars room friend remember afternoon care banker ticktock run watch time money dinner time alright banker ticktock run watch time money dinner time alright banker weapons cause wanna battle quiet trouble trick open doors know impress see black leave wouldn catch place follow point money care banker ticktock run watch time money dinner time alright banker ticktock run watch time money dinner time alright banker money money money dinner time money money money money money money money money money money tick tock tick tock ticktock run yyou jjust ggot yyou jjust ggot yyou jjust time yyou jjust ggot yyou jjust ggot yyou jjust thousand dollars crime killers summertime drink beer care banker team ready number boys ready countdown tomorrow morning jump care banker ticktock run watch time money dinner time alright banker ticktock run watch time money dinner time alright banker banker ticktock run watch time money dinner time alright banker ticktock run watch time money dinner time alright banker,172
62229,proleter,it don't mean a thing,2013,jazz,right punk dead cheap product consumers head bubblegum plastic transistors schoolboy sedition back bigtime promoters promote clash revolution cash punk fashion like hippy thing movements systems systems kill movements expressions public punk movement felt lose leaders sell cost punk narcissism social napalm jones start real harm preach revolution anarchy change suck give tire star shitstained glass tire star superstar arse arse crap wait minutes fame jones napalm pretty vacant smarm napalm write hand rimbaud want burn learn need business promote angle resist carrots fame dangle zippies bondage gear social elite safety pin watch understand mean thing scorpions attack systems steal punk dead punk dead punk dead punk dead punk dead punk dead punk dead punk dead punk dead,118
62231,boogie belgique,swing thing,2013,jazz,song angels sing spell call gather magic bring eternal life gather world anger world pain different story message hard news sweet dream need daylight want night appear insane shall shall persuade song angels sing spell call gather magic bring eternal life gather card ones choose role play tonight ones embrace love ones ones summon fight precious darlings crush wave blood sword kiss afraid shall shall persuade song angels sing spell call gather magic bring eternal life gather song angels sing spell call gather magic bring eternal life gather,88
62233,swingrowers,the queen of swing,2013,jazz,swing piano guitar shin saxophone magic things think music gramophone listen voice queen swing magic things sing swing reason religion music feel good climb staff follow note listen voice queen swing magic things sing swing magic things religion music feel good queen swing magic things sing swing swing swing swing sing piano guitar shin saxophone wear crown hold scepter everybody want queen everybody listen voice everybody everybody everybody,68
68885,ziggy marley,is this love,2013,reggae,religion religion religion tonight days search life book bibles time mind condemn convert call hear bring lovers fold cause gonna lose soul religion religion religion leave believe want fight kite cure arm sure stop free spirit soar share gift gift know religion religion religion leave believe search life book search mind condemn convert call hear bring lovers fold gonna lose soul religion religion religion leave believe religion religion religion leave believe,71
68886,ocean alley,glitter,2013,reggae,dream scheme away thats need light see stream star fall remove glitter glitter away glitter ohhhh dont colour fade grey dont colour fade away dream scheme away thats need light see stream star fall remove glitter glitter away glitter ohhhh dont colour fade grey dont colour fade away,48
68888,hirie,give me,2013,reggae,come baby morning time kinda feel right leave wallet worry cause want shore heat long time till live body soul free mind control gimme gimme gimme gimme love right love gimme gimme gimme gimme love right love gimme gimme gimme gimme love right love gimme gimme gimme gimme love right love baby right toke baby windward trust,57
68889,hirie,come alive,2013,reggae,fell moment feel alive hand kind loose control heart race close eye lose heat hand think twice come alive alive alive drink night till bright drink night come alive alive alive drink night till bright drink night come alive alive alive sound wave crash skin return goosebumps begin hand darker place lose control heart race close eye lose heat hand think twice come alive alive alive drink night till bright drink night come alive alive alive drink night till bright drink night come alive alive alive baby worry know follow night come alive alive alive baby worry know follow night come alive alive alive drink night till bright drink night come alive alive alive drink night till bright drink night come alive alive alive come alive alive alive yeah yeah yeah alive come alive alive alive come,137
68890,chuck fenda,warning,2013,reggae,nananaaa straight bend live siddung analyze life breed right like thirsty blood like vampire come night hear time gruesome crime endless body look sign ready judgement time warn warn evil outa streets warn warn remind sleep warn warn wata meet warn warn heart sleep away praise lucifer hide life giver money save time tell seek salvation unify youths educate nation vanity temptation corruption destroy nation stand stick mussi bruk ears know long change ways tell go phase long time turn seek salvation unify youths educate nation vanity temptation corruption destroy nation stand notice production munga ting loud caan cool siddung analyze life breed right like thirsty blood like vampire come night hear time gruesome crime endless body look sign ready judgement time,122
68893,lucky dube,oh my son (i'm sorry),2013,reggae,sorry happen years mother trouble time stay solution get divorce know mean life hear cry million away call daddy answer deep know reason blood run blood mean blood blood run blood sorry sorry sorry hear cry million away call daddy answer deep know reason blood run blood mean blood blood run blood blood run blood blood blood run fade,59
68895,gyptian,one more time,2013,reggae,tonight baby feel tough different know happen realize eye offer baby come discuss cause know want satisfy time night baby night right time slide cash baby gonna straight gonna fight night eye impressionism anybody call seek time push like plane dream come true right eye deeper girl pleasure apply feel rour pressure burst like greet night baby night right time slide cash baby gonna straight gonna fight night whisper safely tell wanna care baby know need mean set soul mind blind free need time night baby night right time slide cash baby gonna straight gonna fight night,97
68905,ballyhoo!,instigator,2013,reggae,lately hear things disturb things brew come fact think flake manipulate rightfully late close door speak like tokin instigator call talk gotta turn try buy know better watch cause toxic force suppose team know believe deceive think know cause imagine happen stay look family break rightfully late close door speak like tokin instigator call talk gotta turn try buy know better watch toxic force speak like tokin instigator call talk gotta turn try buy know better watch cause toxic force,80
68906,gyptian,wet fete (feat. kes the band),2013,reggae,ahhhh ohhhh nahh yeah yeah nahno whine whine time time whine whine blow mind blow mind baby gyal start hear music ahhhhh ahhh music sweet refuse band gyal inside fete gyal water flow like ocean gyal motion gyal feel rude know time loose wish moment foreveerr tell want baby till morning come morning come tell like baby till morning come morning come whine whine time time whine whine blow mind blow mind baby gyal hear music ahhhhh ahhh music sweet refuse submit gyptian gurls whine short buff gurls givin gurls givin feel wanna feel dese gyals trust hear bout tell want baby till morning come morning come tell like baby till morning come morning come whine whine time time whine whine blow mind blow mind baby gyal hear music ahhhhh ahhh music sweet refuse submit band whine waist screw face place whine waist pick place heat place whine whine time time whine whine blow mind blow mind baby gyal hear music ahhhhh ahhh music sweet refuse band come come come come gyal gyal come gyal gyal submit,177
68907,michael franti & spearhead,life is better with you,2013,reggae,feel like time pickin piece life ones home woah afraid better life better woah woah life better woah woah life better think things know thing true life better days better days days life better days better days days life better life better tell want need heart hand sayin baby thing better thoughts swimmin round head word say favorites remain woah afraid better life better woah woah life better woah woah life better think things know thing true life better feel time life try make feel days better days days life better days better days days life better think things know thing true life better woah woah life better,108
68913,chronixx,champion,2013,reggae,bismillah rhman raheem speak epik beat champion chronicle remarkable breeze street like potent ganja fume nonstoppable article arsenal true legendary zulu stomper dude hold responsible bright black phenomenal master magical ceremony classical black hand touch intangible strong hold barcode know stay frontin like stay go brother stay home close crime court flaco baby mistake remember days vibrate wattage gate safe solid flow translate dollars ways options days plague problems news rave good hood nothin change know get better time like greater later winner time skill build kill real undeniable true incredible deffer undeniable cool ways sake time pay mind know days time frustrate mind youngbloods discover danger shine necessary come magnetic sure magical pure bank witness actual fact trick magical supernatural black exclusively style spread baby know gettin better time like greater later winner time skill build kill real undeniable true incredible deffer undeniable ture magic true magic true magic magic bankshh gettin better time skill real undeniable stopkeep,159
68915,ub40,if you ever have forever,2013,reggae,climb mountains run stand live moment future past fool rule want forever mind easy heart ready forever mind music end wanna dance know feel live moment future past fool rule want forever mind easy heart ready forever mind,38
68920,michael franti & spearhead,i’m alive (life sounds like),2013,reggae,everybody want want wanna tell strange wanna meet wanna life sound like alive alive alive alive alive alive sound like woah ohohohoh alive come jump get complicate feel devastate feel wanna afford rent remember check send tax fee president thing remember wanna life sound like alive alive alive alive alive alive sound like woah ohohohoh alive life sound like alive alive alive alive alive alive sound like woah ohohohoh alive break right drive like fireworks ignite night like like icet coco like jayz beyonce come fiance soul sister mister wanna night stand ways help understand wanna life sound like woah ohohohoh sound like woah ohohohoh sound like alive alive alive alive alive alive sound like woah ohohohoh alive bring time everybody want want wanna life sound like woah ohohohoh sound like woah ohohohoh life sound like alive alive alive alive alive alive sound like woah ohohohoh alive life sound like alive alive alive alive alive alive sound like woah ohohohoh alive,161
68923,the green,even before,2013,reggae,tide wash away sand shore valleys carve rain eye paths cross come matter time matter time certain strength mind confidence confidence righteousness yeah confidence confidence righteousness smell close touch realize reach nearly okay okay cause tide wash away sand shore valleys carve rain eye paths cross come matter time matter time tide wash away sand shore valleys carve rain eye paths cross come matter time matter time,67
68926,fortunate youth,melody,2013,reggae,wake morning sing stick head leave grab word inspiration flow righteously respect oooo live true world madness end pressure society thier view theyre bend world fear value protection higher power guide darkest hour life ignore sparingly word live life righteously,40
68932,sons of zion,good love,2013,reggae,yeah yeah yeah yeah say good love good love say good love good love hair type clothe wear thing blow mind colour eye time thing make smile yeah little things constantly see good people return couldn look close want know good good good yeah word good good good girl think time know feel tell flash yeah appreciate give think time wonder yeah little things constantly see good people return couldn look close want know good good good yeah word good good good girl search wide youre sort time want press rewind yeahee say things go crazy tell want dissappoint want slow want know ooohh good good good yeah word good good good good good good good good good good good good yeah want want want need yeah good good good,130
68935,jah cure,stronger,2013,reggae,cure come time corleone gotcha try lifetime moment remind reason close door confusion maybe little surprise moon light tomorrow life come away dream world gold rainbow bird wind blow come away dream life happily live forever get stronger everyday stronger everyday tell diamonds friends diamonds remember happier happier happier bonefy world justify heart baby maybe time simply wait practice search forever come away dream world gold rainbow bird wind blow come away dream life happily live forever get stronger everyday woooooooooy future eye yeah yeah stronger yeah stronger yeah stronger everyday grow yeah get yeah stronger come away dream world gold rainbow bird wind blow come away dream life happily live forever get stronger everyday stronger everyday,117
68946,passafire,souvenir,2013,reggae,make deal occupy space like octopi wish wonder wish alibi time wish analyze bone mistake ones home word irk place unknown long take long take come control mistake mistake turn volume mold game government design wanna fall line time memories erase come come want compensation mistake mistake ease tension mention game president know anybody doubt visit earth place unknown mistake ones home mistake ones home,65
68947,busy signal,bad up who,2013,reggae,bwoy chat tough hear head chess cyaa busy head stick thing bwoy cyaa beat switch skin mobay skin ting ting crew couldn chatta cyaa callaloo face believe bloodclooth story head heavy metal beat straight beat petal disinfect like detal things order alphabetical things rental survive gangster life accidental road street queidential leave dog essential head join mouth head face cyaa thump bus bump bus watch things like flat screen toshiba gwaan chat till things clean rust wipe like bomber erashema lone disaster heavy metal beat straight beat petal disinfect like detal things order alphabetical things rental survive gangster life accidental road street queidential leave dog essential head,107
68949,christopher martin,reggae road block,2013,reggae,happen care pure niceness party year reggae road play beat streets reggae road feel vibes come alive know reggae road play beat streets reggae road feel vibes come alive know people dance sound string square atmosphere vibes cyaa creep look road intensity watch girl bubble energy lord place positivity hold woman repeat slow gyal wine dancehall drop long tune play reggae road block music play soup bubble liquor flow stop chill spot party reggae road repeat,76
68950,passafire,same old story,2013,reggae,point rob blind material security blanket rip leave take action spontaneous reaction try track package arrive evil heart hard relax come home wait inside live life crime story time come existence regard pain inflict take swing thing bring smile face make optimistic replace things erase unrealistic know game resist sadistic live life crime story time give dark live life crime story time,62
68952,barrington levy,girl i love you,2013,reggae,look defeat lie twin size single pillow underneath single head guess decide queen space need apartment sign say free luck think come space belong mattress spring stay like point hold get sick desire selfabuse worry terrify like kind hurry goodbye goodbye goodbye look defeat lie twin size look defeat lie twin size,52
68953,the beautiful girls,learn yourself,2013,reggae,everybody think fall apart everybody quick point finger think cause problem friend learn judge learn judge like holy scripture talk road redemption thorns path beset greed free learn judge learn judge learn judge learn judge path walk path walk path walk heart mind heart mind heart mind heart mind,49
68959,ballyhoo!,a lesson in gravity,2013,reggae,believe stand think world end near guess wrong cause life go learn stone family head cause life go gonna save gonna overtake prove lose felt weight gravity moment arrive fast go stranger cause envy go stand night tell alright hand understand,41
68961,demarco,standing soldier,2013,reggae,yeah demarco ghetto youths want reach listen teach mister mean ghetto youths live waan fall happen waan fall raise food dancehall stand soldier bawl real stand soldier wall real stand soldier crawl real stand soldier protect youth dead ghetto stop violence bloodshed ghetto waan coke head ghetto cyaan hardly afford piece bread ghetto help poor people treat right nurture youths fight poverty bigger head need shed light waan fall happen waan fall raise food dancehall stand soldier bawl real stand soldier wall real stand soldier crawl real stand soldier protect decision poor people crime rate escalate thing death concret jungle haffi watch step worst come everyday waan shelta miss mister government stop diss people free free waan fall happen waan fall raise food dancehall stand soldier bawl real stand soldier wall real stand soldier crawl real stand soldier protect want reach listen teach mister mean ghetto youths live want reach listen teach mister mean ghetto youths live,157
68962,mishka,come closer,2013,reggae,whoa darling whoa dear long long long time call come closer come near come let load tonight rest little come morning light smile whoa darling whoa dear long long long time call come closer come near girl sing like divine give strength yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah night night come tonight come tonight night night come tonight come tonight nice session struggle control naturally ocean bring sweet comfort soul whoa darling whoa dear long long long time call come closer come near whoa darling whoa dear long long long time call come closer come near,105
68963,john brown's body,fall on deep,2013,reggae,nights leave try belong rag look rarefy light little get get sit everyday tire set gonna fall deep gonna fall deep yeah gonna surrender fall tonight gonna fall deep bring feel sound hear believe brighter shallow deep give death defier tire race surprise gift tonight know dance leave ask reach eye pale blue truth open baby make body cool steal justify crime agree deep dream conspire light escape pull away pull heart delight hungry taste satisfy girl fall easy,79
68973,the green,stand & rise,2013,reggae,rebel mind inside time soul wait bring message lock rhythm disguise beat delicate design skank time chuck chuck come chuck chuck go away chuck chuck come chuck chuck go away sleep care hand strength mind know time rise stand rise stand stand rise chuck chuck come chuck chuck go away chuck chuck come chuck chuck go away sleep care hand strength mind know time rise stand rise stand stand rise chuck chuck come chuck chuck go away chuck chuck come chuck chuck go away sleep care hand strength mind know time rise stand rise stand stand rise rebel mind inside time soul wait bring message,105
68975,ballyhoo!,wasting away,2013,reggae,spend lifetime waste waste away memories fade waste face life road get hazy think girlfriend hat cause know look phase go trace forth highs low rendezvous thursday friday worst hangover last longer love shots keep come party live beautiful girls free drink enjoy ride know go wonder alive worldwide social hear call reason keep dream alive,56
68982,hirie,wise dub,2013,reggae,toxic sing song save life sing song save life song save world time askin survive million rappers spittin people gettin forgettin armaggedon look message culture save humanity game narcissism musicians pay curator caretaker creator service purpose creators rhymers beat makers bless internet start world apart toxic toxic sell savage stop flav antetokounmpo mutombo block toxic sell savage stop flav antetokounmpo mutombo block look like lie grabbin planets territories mention women vote potus killin citizens sufferin ballin mule nigga years break break leader alien speak treaty sign fuckery break wonder thrive tokens toke toke joke cause write thing stage smoke shit sound good record ahah toxic sell savage stop flav antetokounmpo mutombo block toxic sell savage stop flav antetokounmpo mutombo block hindsight stayin young think hell prey pain shit classic like resurgence dope plastic vinyl bat backin track millennium drastic synthetic bullshit smokin hood witness cause know government good drift away problems today grow tell hell goin suicidal open bible lockdown friendly home boys wire hirin firin dyin aftermath math toxic,170
68988,mishka,as you are,2013,reggae,night enjoy heydays world best place come,7
68990,vybz kartel,punani a mi best friend,2013,reggae,responsible shellfish hear bwoy like care shed tear bleach gyal gaza batty enemy punani bestfriend matter women fret go bear fret gyal check leng gyal fling leave deal bike like yeng yeng bus style trend money ting extend bubble quick gyal body tick shift spliff mini skirt haffi lift bubble quick gyal body tick shift spliff mini skirt apart life live greastest gift hand string gift wrap nougher block worst smooth hammer like hairy like track kaninights gyal ting lock buttiner gyal bubble quick gyal body tick shift spliff mini skirt haffi lift bubble quick gyal body tick shift spliff mini skirt punani bestfriend matter women fret go bear fret gyal check leng gyal fling leave deal bike like yeng yeng bus style trend money ting extend bubble quick gyal body tick shift spliff mini skirt haffi lift bubble quick gyal body tick shift spliff mini skirt,147
68993,the green,striking up a love,2013,reggae,wanna feel harder days come ask stay night know surely okay want feel like play baby know strike harder think try swim sink yeah strike easy look read book strike harder think try swim sink yeah strike strike strike stay thing morning leave tear sleeve truth time work gotta goodbye know strike harder think try swim sink yeah strike easy look read book strike lover friend strike strike strike strike strike strike,72
68994,fortunate youth,love wont leave me alone,2013,reggae,leave leave leave thing mind time mind time mind moment fill coffee raise head image picture true lose think wrap arm true hard mind moment away pray come stay come come long love pretend mind,35
69003,safety orange,hotel whatever you like,2013,reggae,neat impress come bless blaze like sharp machine like whale moan want pin needle play want come tune crowd cause come fall sound pact cross want fuck pin needle play want come tune crowd cause come fall sound pact cross want fuck want fuck want fuck want fuck want fuck,50
69005,chronixx,"selassie souljahz (feat. sizzla kalonji, protoje, kabaka pyramid)",2013,reggae,remember place chrysanthemums white beautiful remember search amaranth shut eye smile near cherish ones know appear single smile wait patiently wish bleed wait waste away wait waste away remember dream vividly soft creatures drape white light kiss grace remember realize dream place wait waste away wait waste away wait waste away waste away waste away waste away want want believe want want start deceive want want want believe want want start deceive want inside crumble effigy promise die innocence promise wait waste away wait waste away wait waste away waste away waste away waste away,95
69010,dirty heads,strike gently,2013,reggae,strike gently simply strike gently strike gently word stay want linger away swing neck pressure bring stroke high inside tonight gonna need heat iron stop swing grab handle anvil strike gently simply strike gently strike gently single reason fear real need feel stroke high inside tonight gonna need heat iron stop swing grab handle anvil strike gently simply strike gently strike gently strike gently simply strike gently strike gently,69
69013,hirie,sensi boy,2013,reggae,help sensi whoaooh needle heart help sensi whoaooh needle heart wear perfume walk room smell hell sense sensi play heart heart know better anytime come cross heart cross heart cause help sensi whoaooh needle heart help sensi whoaooh needle heart everyday like wave think stay driftin feel body shiftin cause sensi play body like drum drum touch better anytime lay sound sound cross heart cross heart cause help sensi whoaooh needle heart help sensi whoaooh needle heart lean body close promise sensi true need need need cross heart cross heart cause help sensi whoaooh needle heart help sensi whoaooh needle heart,101
69018,snoop lion,torn apart,2013,reggae,hear speak face know dream beginner thing call go away tear apart tear apart sweat pullin trigger sweat goodbye away lips thing fly like want want reputation say go away tear apart tear apart away shouldn away away gotta away gotta stay away away feel right hear,47
69020,the green,always & forever,2013,reggae,look plane window moon glow reflect come go deep inside know matter friend light inside heart matter away matter wide distance forever love road lead forever love road lead road lead road lead road lead road lead road lead see time home help know belong compare see beautiful smile face fill heart matter away matter wide distance forever love road lead forever love road lead road lead road lead road lead road lead road lead matter matter away years apart think wonder fool go long forever love road lead forever love road lead road lead road lead road lead road lead road lead road lead road lead road lead road lead,111
69025,stick figure,heartland (acoustic),2013,reggae,convictions burner convictions burner remember important important gather possessions smile gather possessions smile smile smile feel away away feel away away puzzle miss essential piece essential piece look wrong place late late slip cold live sense slip cold think time world end late slip cold sight sight trail follow come survive survive crash,53
69029,snoop lion,the good good,2013,reggae,days like days runnin round go steal time smilin know make smile laugh stupid things lovin hate hangin hangin hangin like hand drivin drivin like good good people look live baby right time good good gotta go strong go strong gotta go yeah strong go yeah strong go yeah anytime feel text phone think apart know sense understand hangin hangin hangin like hand hand kissin kissin dark like good good people look live baby right time good good gotta go strong go strong gotta go yeah strong go yeah strong go yeah best drug high good good good good people look live baby right time good good gotta go strong go strong gotta go yeah strong go yeah strong go yeah good good people look live baby right time good good gotta go strong go strong gotta go yeah strong go yeah strong go yeah good good people look live baby right time good good gotta go strong strong goin yeah strong goin yeah strong goin yeah good good,169
69030,nahko and medicine for the people,on the verge,2013,reggae,feel anxious ancient ageless keynote tone word phrase feel hatred deepen youth feel counter energy matrix keep naked nameless darkest form lightning desert storm want refuse vulnerable spiritually come care tomorrow today brother hawk mark stride body bird astrological sign wave make pattern cloud medicine music music right right universe universe definition change pass chase heyeaeaeaeah dream bigger role community slave dollar master break kill meal cause hungry ready fight young blood stress ready survive tonight connect dot connect mean underneath eye machine colonialize beneath bind rise tonight feel like feather swoop prey monster feel like change pass chase heyeaeaeaeah remember remember remember forgive remember remember forgive remember remember forgive remember remember forgive ones ones ones wait ones ones ones wait,121
69032,through the roots,dancing in the rain,2013,reggae,people remain steady world stable voice head ask able doubt insist fail continue march trail cloud shadow life visions transblinding darkness eye stronger endure pain cause rise,27
69033,alton ellis,blackman's word (black man's pride),2013,reggae,think night cry ask think fight quiet hold tight roll turn belligerent come time actin stupid actin stupid wouldn wanna shit anybody cause kiss fight fuck night cause kiss fight night actin stupid wouldn wanna shit anybody maybe drama cause actress better better watch better behave roll come time actin stupid actin stupid wouldn wanna shit anybody cause kiss fight fuck night cause kiss fight night actin stupid wouldn wanna shit anybody better watch better behave better watch better behave actin stupid actin stupid wouldn wanna shit anybody actin stupid actin stupid wouldn wanna shit anybody cause kiss fight fuck night cause kiss fight night actin stupid wouldn wanna shit anybody,111
69034,snoop lion,smoke the weed,2013,reggae,heyeyyy smoke everyday smoke weed everyday smoke seed smoke weed smoke weed younger generation young boys girls careful seed want strong tree grow gotta prepare future respect neglect mother nature pollution world stand global warm world panic care mother earth cause planet youth astray fresh tree young seed tryin light stretchin limbs act right help life track watch like satellite tell stop like traffic light obstacles overcome city life make sure stay pure teach wrong right seed bring forth life smoke weed everyday smoke seed smoke weed smoke weed morning stick peer pocket darling break hold fight stand solely babylon come step weed grey tonic yute stop chronic everyday roll weed strand couple breed stand pffff seed cheat prefer juggle street curb yute weed life weed reality smoke weed everyday smoke seed smoke weed smoke weed early light papa youth suffer dance like summer understand live light recognize eye bury like single black bird fuck break smoke blow away music weapon rewind play babylon police snoop smoke everyday plant seed watch grow breed cultivate tree cycle carry stop tick tock universal clock bang bang boogie life stream songs procreate smoke weed everyday smoke seed smoke weed smoke weed,198
69043,sticky fingers,how to fly,2013,reggae,break ride yeah take yeahyeah yeah high devil yeahyeah yeahyeah yeah cause teach forget cause ccccoccaine forget forget cause ccccoccaine forget break ride yeah take yeahyeah yeah high forget cause ccccoccaine forget forget cause ccccoccaine forget drink venom release pain chain smoke suffocate cause rebel beast untamed sticky finger forget ccccoccaine forget forget cause ccccoccaine forget forget,57
69049,shrub,fast lane,2013,reggae,flow fantastic thoughts mind active stagnant laugh fast pass like maclin modernday hotter modern shit want game want need girl cause bitch like light switch brain flow like close circuit currently current perfect certainly detest jerk cause worthless motherfuckers need jergen shoe purchase purpose closet spot soul search tell girls shoe flirt chirp high like purple everyday shit certain roll burn satisfy yearn educate flow listen learn honestly honest earnest rap shit work alright girl kind twerk night like close curtain ignorance consider lyricist bitch listen illiterate mission think articulate want irrigate mind rhyme tend aggravate time tryna mind matter grey matter matter tell pick climb peak weather spring summer winter season irrelevant season hella sick wanna fall wrap like tetherball playground round tend circulate stay round like probably shouldn stay round try integrate contemplate hate ohio state,138
69053,iration,this old song,2013,reggae,song sing stop wanna tune line rivers run stop know moon shine paper room wait simple word come want write truth tell grow want hear song hasn say know walk door tell mean tell make wanna pick guitar sing,39
69057,konshens,pull up to mi bumper,2013,reggae,capri pull bumper pull bumper come long black limousine bend pull bumper shub konshens pull bumper pull bumper cockey meck bwal meck scream bend machine clap extension magazine pussy walk till drop dead fling cockey pussy meck rase shake drop gyal tease like self control cyaa fight talk sure ready skin dash head capri pull bumper pull bumper come long black limousine bend pull bumper shub konshens pull bumper pull bumper cockey meck bwal meck scream bend machine clap extension magazine konshens pull bumper hand ready service balance drive cause poor teezie carlance bubble bubble favorite song jiggle jiggle body till waan leave gyal haffi prove hear crank shawf piston capri pull bumper pull bumper come long black limousine bend pull bumper shub konshens pull bumper pull bumper cockey meck bwal meck scream bend machine clap extension magazine,138
69060,sdib,best inspiration,2013,reggae,feel alright yeah peaceful state mind child little thing toe astray alright come life girl long best wife road road life grow forever girl matter survive world wooohoo girl best inspiration mind know need better pure decoration defy gravitation night beat open imagination little thing mind fool fuel girl better road road life grow forever girl matter confine world wooohoo girl best inspiration mind know need better pure decoration defy gravitation night beat open imagination,75
69064,fortunate youth,so rebel,2013,reggae,time rebel change live fight live unite strive remember young grow luck give wonder look fall look fight rebel little rebel rebel rebel stay rebel time time rebel morning rebel life give rebel bind beat grind rebel feel rebel rebel stay rebel time time friend ruff time fight fight night fight fight life gotta strong life learn proud finally away rebel rebel rebel time time rebel morning rebel life give rebel bind beat grind rebel feel rebel rebel rebel time time hear pound freeway night play light come different night different hear rebel wanna know hear rebel night rebel rebel rebel time time rebel morning rebel life give rebel bind beat grind rebel feel rebel rebel stay rebel time time,120
69067,ballyhoo!,marijuana laws,2013,reggae,gonna marijuana laws come throw hand wall wanna hurt want smoke weed want mind right week issue life style people wanna sweat cell punish reefer madness cure sadness wanna treat mental health flash know blue rear view eye wanna talk lawyer look world come gonna marijuana laws come throw hand wall gonna marijuana laws come throw hand wall knock doors throw hard work honest women floor scar kid sleep bed people wanna live wanna head million people continue smoke slowly make progress nation make arrest work flash know blue rear view eye wanna talk lawyer look world come gonna marijuana laws come throw hand wall gonna marijuana laws come throw hand wall flash know blue rear view eye wanna talk lawyer look world come gonna marijuana laws come throw hand wall gonna marijuana laws come throw hand wall,138
69069,shrub,herbivore,2013,reggae,smoke work smoke church amen feel high like ceiling higher time mean guiness record beat history human see verify cheat defeat eye bleed paper check news read smoke work smoke church amen need berserk need cause baby herbivore double chocolate pastry waste glue stick face chef bake tasty melt wall embrace boss morsel negotiations need raise need pay vacation cool wear lose sick clockingin conversation smoke work smoke church amen need berserk need cause baby herbivore smoke work smoke church amen need berserk need cause baby herbivore smoke work smoke church,91
