,artist_name,track_name,release_date,genre,lyrics,len
51237,al green,take your time,2008,blues,green twopart time ohhh time remember time write letter night ohhh rush include wanna little time fall cause tell time hurry baby time think yesterday easy okay go fast best thing lose feel heyy help say time heee time sing slow incline agree cause live hurry hurry time time time need hurry baby time wanna rush worry baby,58
51238,jackie greene,i don’t live in a dream,2008,blues,live dream live dream live land forget live dream live moon drink martinis afternoon pretend world feel better live moon live right walk earth believe different live right twist heart cruel wonderful thing tear apart hang string live dream live dream hustle scheme politicians live dream,46
51240,the parlor mob,real hard headed,2008,blues,time chase wolves juvenile baby friend take rumor dance ruin lady mash roam cause rude real hard head cause rude forget clan tough face rough weather booze game stiff know lose women comfort long creature contend cause rude real hard head cause rude forget pray forgiveness pray hangman noose fall crisp autumn sway gallows baby soul prepare cause rude real hard head cause rude forget cause rude real hard head cause rude forget,73
51243,the wood brothers,fall too fast,2008,blues,close flame desire speak soon word fall fast tree bruise branch land feet feet like fool will fall fall fast wanna fall slowly want fall want fall drink fountain tear drown time warn hear hear smoke pipe bone high tumble like stone like stone like fool will fall fall fast wanna fall slowly want fall want fall want fall high wing bind flame turn turn fall fast wanna fall slowly wanna fall slowly wanna fall slowly,76
51244,sir charles jones,just another love song,2008,blues,yeah moonshine girl lookin like movie dukes outlaw women shame outlaw denim moonshine girl lookin like movie dukes outlaw women damn shame outlaw denim yeah nothin denim tank top boot dukes bikini tattoo girl lookin good off hair tryin clear ease mind crack beer creek water look good flowin hair know hook whisper yeah moonshine girl lookin like movie dukes outlaw women shame outlaw denim moonshine girl lookin like movie dukes outlaw women damn shame outlaw denim yeah nothin denim short summer time creek bind girlfriends music time pull scene heart stop shimmyin denims go drop good know wear right dark skin long hair jeans care thinkin outlaw winter cause shame outlaw denim yeah moonshine girl lookin like movie dukes outlaw women shame outlaw denim moonshine girl lookin like movie dukes outlaw women damn shame outlaw denim yeah ridin round backroads sippin shine couldn eye denim mind radio tryin lose pull creek bank denim come demin come denim come,159
51250,the raconteurs,many shades of black,2008,blues,ahead ahead ahead smash floor leave door shed single sorry tear great fact waste worry year everybody see agree wrong long come thankful ways shade black shade black shade black mind kick scream shout things unkind yeah care stand firm fall cause mind tongue answer everybody see agree wrong long come thankful ways shade black shade black yeah shade black yeah everybody see agree wrong long come thankful ways shade black shade black yeah shade black shade black shade black yeah shade black shade black yeah shade black shade black yeah,91
51252,c.w. stoneking,the love me or die,2008,blues,study evil hoodoo charm call fingernail piece dress apocathery devil behes relate piteous consequence mistake fallin slave passin desire makin dread jungle primeval green look beauty queen bangles chain wearin break shoe seventyfive cent bottle perfume say good mornin tip cunning like smilin gaily look felt pocket past history behold study magic days membership secret societies power wealth family darling wed ring like demon floor bury hoodoo door lawd word break fever strike thirty doctor arrive priest come runnin quarter standin weed early meat wagon away see layin mother wearin suit black sound trumpet bang drum judgement come know spirit beneath hear weepin gnash teeth flame hell lick feet jungle feel heat wait hell cause die hoodoo,117
51253,the raconteurs,old enough (feat. ricky scaggs and ashley monroe),2008,blues,ceiling sign leave lie sleep slip away like thief night shonest daylight life like rerun change anchor away work like charm sign danger pull alarm break wanna leave know stay anchor away house haunt thing want memory go wish cause remind ghost know anchor away work like charm sign danger pull alarm break wanna leave know stay anchor away anchor away worry darling count runnin trust long go anchor away work like charm sign danger pull alarm break wanna leave know stay anchor away anchor away anchor away anchor away,90
51254,heartless bastards,sway,2008,blues,heart drift place days search time search search time look eye eye know days wonder search search time tell bitter bitter days gotta gotta stumble sway room fade darkest want stay darkest days long things occupy mind things things leave search search time bitter bitter days gotta gotta stumble sway room fade darkest days want stay wide world wide wide world wide,62
51259,marvin sease,i'm coming home,2008,blues,live forever inside song yeah live forever long overload tonight let put fight overload overload tonight let put fight live forever inside song yeah live forever long plan burn know needa learn outlive burn dirty straight ahead overload tonight let put fight overload overload tonight let put fight,48
51264,the black angels,science killer,2008,blues,feel house need feel stress steal kneel feel bless heal chest exist teach tribe spread mess head heart,18
51273,earl king,big chief,2008,blues,chief quezerque gain professor longhair vocal piano record ruffino cosimo matassa studio musicians johnson drum bass whistle dukes rhythm perrilliat crusto tenors blouin baritone alto bokes trmbs kerr thompson nash trumpet quezergue shaker orleans watch record heap water gonna shout goin squaw great gonna rything chief feel good chief tribe squaw right flagboy go spyboy tribe havin gonna dance mornin come,61
51276,al green,lay it down,2008,blues,head floor everythin start flowin want fall head floor fall thing wonder free want want change mind baby baby time fall body fall fall fall yeah say need need yeah yeah baby start holdin hand see see smilin yeah baby door wanna fall fall fall fall fall fall fall fall,50
51280,the pack a.d.,making gestures,2008,blues,make coat youth park cool look chic hair eye hair somebody gotta reckon reason window writin letter exlovers know animals head head object fallin rain rain rain children playground laughin cause everythin brand brand brand passin note classroom feel passin note teacher know animals head head object fallin snow snow whoahoh snow people mind gonna people head right gonna forsake people notions build gonna deceive death thing break make gesture implicate counteract nod understand actually sense actually sense perfect strike conversation afraid perfect somethin afraid afraid afraid,87
51281,the black keys,so he won't break,2008,blues,go like wind state hold head high wanna know difference make know take break break crazy pain hurt fall feel sorry know difference make know take break break right remedy pills ease ills know difference make know take break break break break break right remedy pills ease ills know difference make know take break break break break,57
51283,black joe lewis & the honeybears,"bitch, i love you",2008,blues,bitch know bitch wrong bitch know bitch wrong baby singin song girl know talk shit bitch bust talka gonna lips come home late night wouldn know right girl blue yeah gonna hittin yeah yeah eeah yeah wrong give money tryin right treat like woman look melook gonna treat like damn fool people talk woman hand fuck shit black black black mothafucka black,62
51285,the black keys,lies,2008,blues,say moon yeah say moon hell sunlight go away raise suspicions alibi tearblinded eye lie lie lie lie stone heart stone heart leave break tie disguise lie lie lie lie want pain yeah want pain deception maintain moon star hurt say goodbye lie lie lie lie,46
51287,the parlor mob,everything you're breathing for,2008,blues,dream pay leave leave stay hate news like lose little hurt breathe leave sore bind post change catch sigh indifference certain feel strike strange wish pain regret efforts vain little hurt breathe leave sore save doubt little hurt breathe gonna leave sore little hurt friends hang scrape knees baby breathe leave sore little hurt,54
51288,the raconteurs,carolina drama,2008,blues,sure point story go tell people tell tale know junk house south hold older brother mother boyfriend triple loser blue tattoo give young drink temper easy lose thank wake truck take minute open eye take peep house surprise brother mother redheaded head hand boyfriend gloves wrap priest try choke look window truck throw struggle stand rednecked bastard hammer turn priest priest put fight life bind lose boyfriend hard knock priest right shoe know actually preacher lie room hear daddy know gonna courage take grab blunt thing cold glass bottle milk deliver morning break blood floor turn lock door look dead boyfriend mother ghost upset take step grind mouth trickle little audible sound hear boyfriend shout say know preacher attack mama know start drama take dead face smash bottle leave disgrace white milk drip blood boyfriend fell dead good right preacher gasp shout daddy come mama reach sugar pull envelope fill money daddy give collapse tear pay bill years mama body underneath tree daddy truck head tennessee little brother come hold milk bottle sing yeah yeah yeah yeah yeah yeah hear story wanna know end know truth tale milkman,188
51293,widespread panic,up all night,2008,blues,sleep night laughin savannah street moon smell sulfur cobblestone night night dream heaven feel like hell children church clothe sunday mornin bell head spinnin take toll night night night night night night best thing years christmas light hide expose night sunrise sunset night night night night night night night,49
51297,mc5,kick out the jams (original uncensored version),2008,blues,right right right time kick jam motherfuckers yeah gonna gonna kick yeah feel pretty good guess crazy baby cause tune dress room hazy baby know want child quick tight girls stand doin right stand kick kick jam want kick start sweat know shirt feel sound abound resound rebound ceiling gotta baby feel gotta sock hand kick kick jam want kick know miss cause get brain drive insane frenzy wigglin guitars girl crash drum wanna rockin till morning come kick kick jam kick,82
51298,the black keys,oceans & streams,2008,blues,guilt heavy bury feel death road tonight get want hide dream oceans stream flow grow strong days go days slow thoughts true world place darling dream oceans stream flow grow strong days go scuse stand anymore sick stay better dead dream oceans stream flow grow strong days go,48
51302,the raconteurs,hold up,2008,blues,hold hold hold hold hold hold hold hold modern time drive mind know hole little cell yeah hold hold hold hold whoo friends take freak think see look girl maybe peek world yeah hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold hold modern girl kind gonna help time know break bone break prison cell hold hold hole hold hold yeah,67
51307,the raconteurs,these stones will shout,2008,blues,impress completely start obsess hear sweetly take secure tell impression clown tricky compel lead speak loud yeah speak speak softly talk know grab hold shoulder tell grab hold grab hold repeat incoherent sound talkin cheat stick head grind yeah speak speak softly talk know grab hold shoulder tell grab hold grab hold feel compel yell word bring stone shout yeah stone shout stone shout stone shout silence stone shout control stone shout stone violent stone shout wrestle pester mess stone shout tryin free soul speak speak softly talk know grab hold shoulder tell grab hold speak speak softly talk know grab hold shoulder tell grab hold grab hold grab hold grab hold,112
51311,the black angels,you on the run,2008,blues,yeah go things spoil yeah yeah catch fool friend senator wife need groove chew heat grow grow life take like glove time yeah hello whatcha free yeah knees freak life solitude yeah life know need,35
51313,the raconteurs,the switch and the spur,2008,blues,heat desert blister trail appaloosa want spring jail slow motion shadowless switch spur live thing fatal bark rattle curse rider hallucinate snap hooves sand spit venom dream recall stranger scream break hand saddle spot sweat blood poison pump vein stop powerless hold reign poor souls trespass beast suffer bite sting dead sight inhabit land power kingdom sure burn enter path heed word shall return poor souls trespass beast suffer bite sting dead sight inhabit land power kingdom sure burn enter path heed word shall return,85
51314,the black keys,same old thing,2008,blues,matter people thievin goin hurt thing thing matter bring thing callous heart tear apart labor life drift away hurt thing thing matter bring thing,24
51315,sonny landreth,blue tarp blues,2008,blues,force heck view force heck view look patchwork blue tarp blue walk thorough water leak shoe walk thorough water leak shoe hole soul blue tarp blue blue blue tarp blue crack ceiling cistern crack ceiling cistern coverage blue tarp blue blue blue tarp blue wasn weather sink politics greed booze lie couldn hold truth deep reach focus optimistically go color watch go color watch like flag blue tarp blue blue blue tarp blue blue blue tarp blue,77
51323,little arthur duncan,44 blues,2008,blues,eye adjust dark heart weight world cover head live dead hear call call finally break long time try live suffocate need breathe reach pull pull bury beneath build house shore want felt sand start shift crack wall paint try best ignore ignore finally break long time try live suffocate need breathe reach pull pull bury beneath think climb drag hide think pull deeper escape finally break long time try live suffocate need breathe reach pull pull bury beneath,78
51324,the kills,hook and line,2008,blues,hook line blow away hook line blow away hook line blow away hook line blow away best heavy shade quiet cool lipstick letter souvenirs mockery fear hook line blow away hook line blow away hook line blow away hook line blow away best matter tattoo cloud nail jealous bolt go like feather hook line blow away hook line blow away hook line blow away hook line blow away pawn shove eerie whip crack come hook line blow away hook line blow away hook line blow away hook line blow away hook line blow away hook line blow away hook line blow away hook line blow away,106
51325,c.w. stoneking,jungle blues,2008,blues,right folks know strange wonder await expeditioners journey dark corner globe scientific purpose excuse problem boat ship engineer want quieten sail midnight go sail congo sloop call mississippi songo sing jungle blue shipwreck ocean swim blind lord pray hop wash sing jungle blue hear jungle drum thumpin get heart jumpin nothin jungle blue monkey goin pitterpatter darkness teeth begin chatter cure jungle blue,63
51327,buddy guy,skin deep,2008,blues,know wrong right long time things black white like judge book cover gotta careful treat skin deep skin deep underneath skin deep skin deep underneath louisiana call say complain know good heart understand need treat like skin deep skin deep underneath skin deep skin deep underneath little child know say fell wide world gonna kinda freeze say come simple rule treat everybody want treat yeah skin deep skin deep underneath skin deep skin deep underneath skin deep underneath skin deep skin deep underneath yeah,84
51330,black mountain,queens will play,2008,blues,blood crawl night hole blood sprawl wall blood crawl hassle blood sprawl wall see tomorrow truth demons hide shadow blood crawl cancer blood sprawl shore blood crawl hassle blood sprawl wall see tomorrow truth demons hide shadow time shine queen play see tomorrow truth demons hide shadow time shine queen play,51
51334,b.b. king,see that my grave is kept clean,2008,blues,kind favor kind favor kind favor grave keep clean white horse line white horse line white horse line gonna bury grind heart stop beat hand cold heart stop beat hand cold heart stop beat hand cold believe bible tell hear coughin sound hear coughin sound hear coughin sound know poor grind grave silver spade grave silver spade grave silver spade golden chain hear church tone hear church tone hear church tone know poor dead go feel good kind favor kind favor kind favor grave keep clean,86
51335,black mountain,stay free,2008,blues,come time aughta know outside quit quit runnin bird street sweat pore stay free money sundown stiff knees beautiful ponies beautiful kill let hide ourselfs stairs leave lonesome today restless eye sound come time aughta know come time quit quit runnin death door stay free,45
51336,tab benoit,too sweet for me,2008,blues,change mind leavin leavin bring bring sweet lovin bring home know cry leave hurt forgive bring bring sweet lovin bring home jewelry money say forgive girl bring bring sweet lovin bring home know cry leave say hurt forgive bring bring sweet lovin bring home need baby know bring bring sweet lovin bring home,53
51338,the brian jonestown massacre,super-sonic,2008,blues,song life reason live forgive know better right screw better screw tight live forget know know want want live stare face glass drive crash know go dedicate cord,28
51339,susan tedeschi,can't sleep at night,2008,blues,blue goin round blue goin round head lord know wasnt right sleep night mess wrong things know awake goin round round sing song know wasnt right sleep night sleep night dream story holdin close eye lord realise youre blue goin round head blue goin round sleep night sleep sleep night,50
51342,la keisha,just another love song,2008,blues,walk street stop think pretty wanna sing song today gayness display think list long mean think couldn pick song write think write brand song straights think song wrong sing song everybody sing drive street yesterday real traffic delay gonna late work dismay turn radio guess start play catchy rhythm feet lot wisdom awesome beat yeah hear song think write brand song straights think song wrong sing song everybody sing yeah guess homosexual agenda listen song gonna gender little gotta pretender damn girl straight black white long feel right kesha say matter lady gaga tell bear help true color everyday time ask world gays write song hopefully feel like belong cause truth aren wrong know community strong think write brand song straights think song wrong sing song everybody sing song song song song,132
51343,c.w. stoneking,brave son of america,2008,blues,record history record history give inspiration sing heroic stand phillipines braver general macarthur america traditional warriors give japanese suprise call surrender american answer democracy freedom liberty come braver general macarthur america past history think general hailin lincholn emancipator slavery read macarthur go genius bear come braver general macarthur america hear sing characteristic song book editions long vocabulary list owe high class propensity verse psychology sing intelligently come braver general macarthur america star strip lay flag intend macarthur heart steel invade japs wouldn yield tell japanese fact leave corregidor come come braver general macarthur america,94
51345,the wood brothers,walkaway,2008,blues,walk away walk away walk away see light look good walk away walk away walk away stranger place stay tire think time leave place home walk away walk away walk away word want wanna talk walk away mind slip away pretend know byebye world leave long sweet song lose mind clear stare miss baby leave free fly cuckoo nest think best walk away byebye world leave long sweet song lose mind weak strong heart stone head wrong know home roam time time make late byebye world leave long sweet song lose mind,92
51348,susan tedeschi,learning the hard way,2008,blues,leave need tire thinkin right tell wrong know thing sure sooner walkin door better better stop bringin somethin nice mistake beat hard hard hard know sound funny know help cause mind stand talk tell out know feelin live believe yeah stop bringin somethin nice mistake beat hard hard tell out know feelin live believe yeah stop bringin somethin nice mistake beat hard hard stop bringin somethin nice mistake beat hard hard yeah want somebody understand learn hard,77
51358,sir charles jones,i wanna make love,2008,blues,damn place maybe time table turn cause involve problem solve verdict guilty nearly kill steppin fear tread stop drop roll dead gitgo mouth fucker stupid cocksucker scar dumber think foundation piss vinegar step smear think fear bullshit dumb punk chompin break noise say bend gotta want sanity literal profanity spit wanna drag wanna stamp spit wanna drag wanna stamp maybe gotta spread rumor fodder keepin little spy leavin realize step fairy guess time bury chrome straight dome hear right bitch stutter know good shut brother backstab know dissin sideswipe know kissin biggitybiggidy bitch halfway houser hear shit cause keep gettin louder come face tactic lippin hard goin home basket pull power nothin start shit somethin payoffs protect hide want comin spit wanna drag wanna stamp spit wanna drag wanna stamp bout time record straight needlenose punchin makin irate sick bitchin fallin deaf ears gonna years crew fool politics lips ready gonna gonna sick pass good stuff sick good fuck enemies fuck enemies fuck enemies fuck enemies fuck enemies fuck enemies fuck enemies fuck enemies spit wanna drag wanna stamp spit wanna drag wanna stamp spit spit spit spit spit,189
51362,billy boy arnold,rub-a-dub,2008,blues,outcast like cause wasn want different rest fuck drug speed sleep cause keep trip say say say try cry cry freak spin round spin round fall freak shoot glance relate rawness fuck lose try hard like talk like walk like trip wear time swear come hair like time relate kind dumb fool life try cry cry freak spin round spin round fall freak trip trip freak come break grind freak dreamy dread trip drink dread trip drift trip drift trip outcast right outcast right outcast like right outcast right try cry cry freak spin round spin round fall freak trip trip freak come break grind freak cry cry cry freak come break grind freak,114
51364,the black angels,doves,2008,blues,like little think nervous prove wrong life spend search look look sleep time puddle water open eye need tonight think sleep prove wrong need look sleep time like little doves think think hollow open mind need look sleep time,39
51365,eagles of death metal,i'm your torpedo,2008,blues,dog loose tryin look like tongue monkey lick brain leave shake right room daddy cause gonna land tonight scratch like bark like bitch know scratch like bark like bitch care people know missin head light head light guess goodnight scratch like bark like bitch guess goodnight scratch like bark like bitch,51
51368,the parlor mob,tide of tears,2008,blues,safe arm hold wait weigh time place try forget face grow regret pull pull shade crawl lord crawl save crawl catch fall hear call water swell seed decay years sin father sweep away tide tide tide tear snake suit conduct interview body float avenue sickness sickness blame party blue innocence naught shed choices voice hear drown lord drown good lord frown dark cloud surround decide water swell seed decay years sing father sweep away tide tide tide tide tide tear tide tear tide tide yeah life change culture rearrange blind leave turn lie lord lie children die whil mother cry know try water swell sin decay sin father sweep away tide tide tide tide tear,115
51370,eagles of death metal,heart on,2008,blues,shoot kill goods heart sleeve know see tell believe hearts break want piece hearts break want piece believe believe hearts break want piece hearts break want piece fall lose game play end know see tell believe believe believe,38
51375,sir charles jones,i tried,2008,blues,wait days grow somber quickly quiet release feel lonely think feel throw aside think feel hurt walk away tear apart believe stand watch bleed thing believe need hold smell hear breath feel body long wait wait come hold feel lonely betray closest friend hurt walk away tear apart believe stand watch bleed long wait feel lonely think feel throw aside think feel hurt walk away tear apart believe stand watch bleed betray closest friend hurt wait,76
51376,sir charles jones,tell me how you want it,2008,blues,better wall house hear follow carry burn picture bigger mass bastards walk tall apart fours dark like storm get stronger truss bend sway lightning hit power go fray wave crash high shoreline disappear scream people live dream unlike long safety break like glass chandelier laughter past edge fear chaos push come shove music ears heaven devil know dead wind cause ghost madness overtake look ash people live penthouse holy martyr shin coffin kindergartners free hate drip cross hand clean wildfire spread shin ghost madness overtake scream yeah scream yeah scream people live,92
51377,sir charles jones,pop that coochie,2008,blues,dear academy note vote bite throat sign quote unquote nominate underrate guess common clap award black eye peas tour dawg life rrrrrrrrr feel wanna tonight screen followin dream freestyle say word bleep need reach pose belong posters pour emotions double gross everybody office know flow sick wanna thank nottz producer choose motherfuckers wanna thank mother wanna thank brother makin film cause support important begin fan know cult members inebriate wanna thank wanna bite throat want smoke pass nigga believe sittin cheadle denzel crowe chappelle like cube room strike pose shhh shhh quiet shady omen shhhhhhhh shut think bout platinum explodin shhh loud fool sposed meth high bokeem woodbine bump hood time wanna peace brah see foot boat cannes film festival cope johansson friend lose translation number smash introduce canibussssss game nigga style lifestyle brainchild like black caan negotiatin rhyme see niggas long long short film film go november wyclef trench movie soundtracks understand music business agent hard backwoods rehearsin hobby shoutout state property inside beast shoutout peace killa khan black deco nigga nottz yeah throw shots spread face like botox nigga,181
51379,peggy scott-adams,"part time lover, full time fool",2008,blues,like motherfucker agony domination consume call friend twist fall bind like steel manipulate hard soon forget leave destroy useless ploy eye write wall word stare soul befall domination push live hell domination black heart reach divinity body suspend chain razor nail penalty razor vice nail mark demise life grim construction grow life play trick seal brick brick till force bend eye write wall word stare soul befall domination push live hell domination,72
51380,the black angels,18 years,2008,blues,control control pain palm hand yeah control need come linen dress know door open let light call take blindfold home woman stand hold knock know heavy beat pound heart start sweat scream black answer dungeon smile curtain surround begin forget hammer crack iron core mind,45
51381,nazareth,love hurts (original studio demo),2008,blues,hurt scar wound mar heart tough strong pain pain like cloud hold rain hurt hurt young know know thing learn learn learn like flame burn hurt hurt fool think happiness blissfulness togetherness fool fool guess fool know true know true blue hurt hurt hurt know true know true blue hurt hurt hurt,52
51383,the nerves,many roads to follow (demo),2008,blues,believe say second change mind understand tell leavin feelin go away mind search word yeah hear sound heart breakin mistake mind change heart change heart give tear apart tryin wastin time open eye blind yeah feel pain know heart breakin make mistake change heart change heart give tear apart change heart change heart give tear apart look like change mind feelin doubt change heart forever,65
51391,the black angels,deer-ree-shee,2008,blues,rain rain look black cloud paint trouble hang nation crop force steal like grey hawk perch tree wait right kind thrill know game know silver look bang bang magic white feel like foreigners devil blind trade secrets fine entitle cross imaginary line trail fear tear come tribe wear power drink noon dream drink noon stop force grow draw line,59
61264,jonathan butler,rio,2008,jazz,peanut butter apples bread know peanut butter mess real peanut butter like money spread bread cause funny little peanut butter speak real loud peanut butter give real girl hotter peanut butter spread peanut butter bread jelly need eat shit like stutututer peanut butter chunky smooth eat butter like baseball glove almond butter coconut butter peanut butter peanut butter cause gutter nice stutter gotta wear thunder peanut butter steak prefer blue cheese look fresh capital steeze pass away early peanut butter smooth want clutter smooth yeah mutter straight chill play golf putter peanut butter,93
61265,have a nice life,telephony,2008,jazz,science half say build machine snap time half break break build door travel telefony anymore surely surely hear voice think choice look face connect line time word come slowly mind anybody tremble scar reply come fainter world hat body throw away place hand reach,44
61266,susie arioli,blue skies,2008,jazz,blue sky smile blue sky bluebrids sing song bluebirds shin bright things go right notice days hurry blue days go blue sky shin bright things go right notice days hurry blue days go blue sky,35
61268,ugly duckling,einstein do it,2008,jazz,gather round listen relax thing check check yeah yeah yeah yeah yeah yeah like like aboard train ready roll einstein einstein einstein einstein people place ready yeah tell deal young einstein pump rope chain watch einstein make funky funky profesor fabuloso number burn stand watch brother catch wreck feel alright scratchin beat stereo appear encounter previously unknown physical phenomenon young einstein amaze bustin move dimension systems function perfectly prepare beam stop know stop stage little berzerk want hold ready socalled tell einstein einstein cuttin record superstar know einstein bother breakdown thing right einstein einstein einstein einstein stop gotta leave sorry baby gotta gotta revoir bonsoir thank listen,107
61269,ethel waters,stormy weather,2008,jazz,know weather keep rain time life bare gloom misery weather poor self weary time time weary time go away blue walk stay away rock chair pray lord walk go weather keep rain time keep rain time walk heavyhearted night come feel rain pourin blind pitter patter beatin spatterin drivin misery go away blue walk stay away rock chair pray lord walk go weather keep rain time time keep rain time,70
61271,jeff lorber,heard that,2008,jazz,need confidence need know get right kill time know heart live live righteous crime kick sailor take girl lick wound salt drink half bottle swear bottle phone compromise understand compromise understand walk away walk away walk away woman go wrong walk away walk away walk away woman go wrong wrong need confidence need know get right kill time know heart live live righteous crime walk away walk away walk away woman go wrong walk away walk away walk away woman go wrong wrong walk away walk away walk away woman go wrong wrong need confidence need know get right kill time,101
61272,esperanza spalding,espera,2008,jazz,people give hold watch fear believe believe world helpless sorrow bright tomorrow sure learn work change nearly cave weight believe believe sorrow consume peace sure like souls drown evil world mankind guide choices healthy world time ease bind hard work time change mind know small change heal expect taste fruit life devote bring forth believe believe path peace endless choose close eye make fault mendless sure sure sure,68
61274,eva cassidy,blue eyes crying in the rain,2008,jazz,twilight glow blue eye cry rain kiss goodbye part know meet like die ember memories remain age remember blue eye cry rain someday soon meet yonder walk hand hand age remember blue eye cry rain blue eye cry rain,39
61275,meshuggah,this spiteful snake,2008,jazz,reality spiteful snake rear ugly head venom drip grin toss obstacle give thousand years collect process portray encompass voracity single trap wind close malignant cycle tighten coil bind hold tight unforgiving embrace allengulfing jaw infinite boundless bite die flesh fiery breath level dismantle flatten tear structure dream overcome defeat terrify shiver mute reality terror truth absolute reality spiteful snake shed smother veil shroud asphyxiate exterminate eradicate,66
61276,club des belugas,what is jazz,2008,jazz,funk swing jazz jazz jazz funk swing swing scat funk swing scat listen jazz band funk listen jazz band listen jazz band swing listen jazz band funk scat jazz jazz aaah feel heart beat yeah swing feel heart scat listen jazz band funk listen jazz band listen jazz band swing scat jazz jazz stay away house band see type perform corrupt home stay away house band scat listen jazz band funk listen jazz band listen jazz band swing listen jazz band funk yeah listen band jazz jazz,87
61277,thievery corporation,retaliation suite,2008,jazz,defend intend defend past gonna today proper example selfdefense proper example retaliation let people know basic laws go oppress people power oppressor reciprocal plain proleterian workers language take tango soon motherfuckers take tango soon motherfuckers,35
61281,meshuggah,pravus,2008,jazz,drool flood lead arm distort belief sharp munition spat mind automatic black acidic bile seep wound shatter souls piss fast quench thirst bleed vile evermenacing intent repulsive belligerence shoot toxic mind blatant disregard self proudly flaunt depravity race condemn malign iterate repeat word recite mantra late corrupt impair vitiate dispirit debase violate souls bear hateful intent deceitful spawn descendants lie poison nail history sting grant injure grant harm blades hurt inexhaustibly swing,72
61282,the faceless,xenochrist,2008,jazz,deception cloak skin wait incubation spread disease sinister growth gestate whore parasite host glorify charlatan virgin womb defile slither parasitic seed xenochrist adequately equip weapons manipulation prophet contamination savior fearful desperate lure promise eternal life savior fearful desperate sentinel malevolence dispense false salvation prophet contamination bethlehem burn xeno xenochrist deception prophet infection behold xenochrist,54
61283,the faceless,planetary duality ii: a prophecies fruition,2008,jazz,vile adversary approach haste immense conqueror hide final alignment open dimensional door planetary interconnection release inexplicable force dark energy await portal celestial formation distant rumble cosmic hunger mortal soul eternal transcendence deny solar wind world breathe chaos ravage planet cosmic rebirth midst smoke contamination miscalculation celestial ones ageless free physical bound infinite energetic control suppress darkness inside original keepers time perimeters consciousness imbeciles salvation answer prayers pathetic germs accept demise manifest fail cosmic force destroy barrier realms infinite dimension cross paths recreate reality,83
61284,mr. scruff,music takes me up,2008,jazz,think life music silence long ears hear rhythm word song know live get wish life away drum come crawl baseline move sound regal splendour queen secrets universe mysteries life things sense come clear cause music take music take music take music turn round catch moment lose sound brand free oooo begin bring move music take music take music take music take take take take music take,66
61285,kirk whalum,when can i see you,2008,jazz,heart beat pain tear stop run begini hear say swear make sense youwhen heart beat breathe youwhen someday begin truly suppose babedo say make sense youwhen heart beat breathe againyeah baby say make sense baby againwhen heart beat baby breathe babe againwanna,42
61287,meshuggah,electric red,2008,jazz,humanity peel bone deprive integuments real shadow flesh maintain blood splash kneel meticulously machine obedient devices puppets finetuned submissive drone replicas clone dormant accumulations flesh crimson filter twilight mute witness game wrench bolt lie tight fabric conceal stain taint existence gullibles bless sin away rag wipe blood trail atrophy twin selfthought knowledge purpose human mind revile everlasting ignorance realize flood inundate powerless thoughts defenseless mind lie overfed think stain defile paint color shade electric,74
61288,have a nice life,earthmover,2008,jazz,carve stone earth blood bone knock mountains earth grate sound soothe great machine yearn desperately gap mouth symbol bargain symbol bargain wander ridge high earth like spike crown wear brow want need reserve human be finger throat pain things know symbol bargain symbol bargain army golems stalk heart land eat reality produce dust sand hurt get stone skin earthen mouth open word come wish dead,65
61289,esperanza spalding,i adore you,2008,jazz,scat song,2
61291,the faceless,planetary duality i: hideous revelation,2008,jazz,be earlier precursor space program contact claim infiltrate aspects military establishment particularly area disasters come military sorry government know safe areas world begin move population want population center wipe leave easily controllable,32
61292,meshuggah,pineal gland optics,2008,jazz,come shiver hurt bleed dream truly feel dare claim hallucination real synaptical glitch look glass entice real free lie prodigious omnifarious nourish feed starve eye artificial catalyst organic progeny voracious spectral offspring sweet hunger unbind vision optical regenesis threaten complete beautiful deformity authoritive visions order collective sense question doubtful rigid self kneel syndrome effect self deceiver denial wretched kiss keep disguise cast conceal veil rational cloak doubt tear restraints blind shackle burn away agony fear true grief eye cleanse belief,80
61293,paolo fresu,mare nostrum,2008,jazz,go go shoot straight wanna leave misdiagnosed condition burn recognition sink straight floor breathe anymore choke atmosphere leave go go,20
61294,brian simpson,above the clouds,2008,jazz,real wild chill little child basically spaz simpson milhouse pal bill pay grow feel proud milk get spill play play show play like playdoh pay slave flow like dope delegate look busy menace single sentence sentencin corrupt judge peniten white eminem black billin lately feel like war villain bigger hero willin little somethin like little somethin like come party bboy stance step stage girls wanna dance come party bboy stance step stage girls wanna dance days walk streets heatwave feet achin skin brain bitties beat tap heart belly cheese steak cheapskate ebay free shake rebate release date promise late delay spittin flow buggin givin sound underground cloud flier standbyers want plane hangglider sell sanjaya idol band vampires spit lava hand driers campfires turn higher tell little somethin like little somethin like come party bboy stance step stage girls wanna dance come party bboy stance step stage girls wanna dance,149
